序号,名称,挂牌时间,小区,区县,街区,街道,环路,总价,单价,面积,年代,户型,楼型,朝向,装修,URL
587,户型方正高楼层采光充足环境优美,2017-01-04,鸿发世纪城,江夏,江夏其它,, 三至四环,100,11364,88,2014年建/板楼,2室2厅,高楼层/共32层,南,其他,http://wh.lianjia.com/ershoufang/104100296103.html
588,沿海丽水佳园3室2厅133万,2017-01-04,沿海丽水佳园,东西湖,金银湖,, 三至四环,133,13996,95.03,2007年建/板楼,3室2厅,中楼层/共8层,东南南,毛坯,http://wh.lianjia.com/ershoufang/104100296084.html
589,低楼层采光无遮挡户型南北通透随时看房,2017-01-04,金地圣爱米伦,洪山,新南湖,, 二至三环,220,17636,124.75,2014年建/板楼,3室2厅,低楼层/共32层,南,其他,http://wh.lianjia.com/ershoufang/104100296076.html
590,华大家园3室2厅205万,2017-01-04,华大家园,洪山,珞狮南路,, ,205,14749,139,2008年建/塔楼,3室2厅,低楼层/共25层,南北,精装,http://wh.lianjia.com/ershoufang/104100296044.html
591,视野开阔中装三房可观湖拎包入住,2017-01-04,保利心语一期,洪山,珞狮南路,, 二至三环,170,16165,105.17,2009年建/板楼,3室2厅,高楼层/共18层,东南,精装,http://wh.lianjia.com/ershoufang/104100295992.html
592,城开天梨阁2室2厅148.8万,2017-01-04,城开天梨阁,江岸,后湖,, ,148.8,15500,96,未知年建/板楼,2室2厅,中楼层/共11层,南,简装,http://wh.lianjia.com/ershoufang/104100295980.html
593,城开天梨阁2室2厅148.8万,2017-01-04,城开天梨阁,江岸,后湖,, ,148.8,15500,96,未知年建/板楼,2室2厅,中楼层/共11层,南北,精装,http://wh.lianjia.com/ershoufang/104100295977.html
594,中部慧谷毛坯一室一厅中间楼层,2017-01-04,中部慧谷二期,东西湖,金银湖,, 三至四环,44,10139,43.4,2016年建/板楼,1室1厅,高楼层/共18层,南,平层/其他,http://wh.lianjia.com/ershoufang/104100295925.html
595,当代国际花园精装一房，首付35万圆你家的梦想,2017-01-04,当代国际花园四期,江夏,光谷南,, 二至三环,75,18750,40,2013年建/塔楼,1室0厅,低楼层/共34层,南,其他,http://wh.lianjia.com/ershoufang/104100295922.html
596,地铁口，出行方便，配套成熟，居家办公都是不错的选择,2017-01-04,武汉积玉桥万达广场二期,武昌,积玉桥,, 一环内,60,15083,39.78,2012年建/塔楼,1室0厅,高楼层/共30层,南,其他,http://wh.lianjia.com/ershoufang/104100295919.html
597,华鼎尚都国际3室2厅226万,2017-01-04,华鼎尚都国际,硚口,宗关,, 二至三环,226,20000,113,2017年建/板楼,3室2厅,低楼层/共32层,南北,平层/其他,http://wh.lianjia.com/ershoufang/104100295882.html
598,万松园电梯房出售简单装修两房,2017-01-04,青松社区,江汉,武广万松园,, 一环内,150,17242,87,2004年建/板楼,2室1厅,中楼层/共10层,南,其他,http://wh.lianjia.com/ershoufang/104100295827.html
599,两证两年自住精装两室保养好楼层好户型方正,2017-01-04,丽华苑,武昌,徐东,, 一至二环,122,14660,83.22,2008年建/板楼,2室2厅,中楼层/共18层,北,其他,http://wh.lianjia.com/ershoufang/104100295762.html
600,世茂锦绣长江二期3室2厅800万,2017-01-04,世茂锦绣长江二期,汉阳,钟家村,, 一至二环,800,28079,284.92,2009年建/塔楼,3室2厅,低楼层/共52层,东南南,精装,http://wh.lianjia.com/ershoufang/104100295704.html
601,爱家皇家公馆1室1厅88.88万,2017-01-04,爱家皇家公馆,洪山,徐东,, 一至二环,88.9,18517,48,2006年建/板楼,1室1厅,低楼层/共27层,南,其他,http://wh.lianjia.com/ershoufang/104100295690.html
602,三五零六社区2室1厅138万,2017-01-04,三五零六社区,硚口,武胜路,, 一至二环,138,20000,69,1990年建/塔楼,2室1厅,高楼层/共7层,东南,其他,http://wh.lianjia.com/ershoufang/104100295659.html
603,东西湖金银湖都市假日大三房户型方正,2017-01-04,都市假日,东西湖,金银湖,, 三至四环,130,9752,133.31,2006年建/板楼,3室2厅,高楼层/共6层,南,其他,http://wh.lianjia.com/ershoufang/104100295645.html
604,中行宿舍2室1厅134万,2017-01-04,中行宿舍,江岸,解放公园,, 一至二环,134,16943,79.09,未知年建/板楼,2室1厅,中楼层/共11层,北,其他,http://wh.lianjia.com/ershoufang/104100295629.html
605,徐家棚安居苑采光充足中楼层两证两年,2017-01-04,安居苑,洪山,徐家棚,, ,120,16716,71.79,1997年建/塔楼,2室1厅,中楼层/共7层,东南,其他,http://wh.lianjia.com/ershoufang/104100295607.html
606,宇峰家园公摊小一梯两户居家装修,2017-01-04,宇峰家园,洪山,流芳,, 二至三环,130,14346,90.62,2003年建/板楼,2室2厅,高楼层/共6层,南北,其他,http://wh.lianjia.com/ershoufang/104100295576.html
607,蓝湾俊园，复式楼，看江，送30平露台，诚心出售,2017-01-04,蓝湾俊园,武昌,积玉桥,, 三至四环,485,21749,223,2002年建/板楼,4室3厅,高楼层/共8层,东西,其他,http://wh.lianjia.com/ershoufang/104100295571.html
608,观澜高尔夫公关三室两厅南北通透采光充足,2017-01-04,观澜高尔夫公馆,汉阳,四新,, 三至四环,140,12014,116.54,未知年建/板楼,3室2厅,高楼层/共34层,南北,其他,http://wh.lianjia.com/ershoufang/104100295567.html
609,光谷阳光海岸毛坯复式南北通透采光好,2017-01-04,光谷阳光海岸,江夏,江夏其它,, 三至四环,140,6061,230.99,未知年建/板楼,5室3厅,高楼层/共6层,南北,其他,http://wh.lianjia.com/ershoufang/104100295536.html
610,长城坐标城3室2厅278万,2017-01-04,长城坐标城,洪山,关山大道,, 二至三环,278,20747,134,2005年建/塔楼,3室2厅,低楼层/共18层,南,其他,http://wh.lianjia.com/ershoufang/104100295519.html
611,崇仁路112到114号3室1厅120万,2017-01-04,崇仁路112到114号,硚口,武胜路,, ,120,16327,73.5,未知年建/板楼,3室1厅,中楼层/共8层,东西,其他,http://wh.lianjia.com/ershoufang/104100295473.html
612,户型方正采光充足复式楼精装,2017-01-04,华星晨龙城,东西湖,将军路,, 三至四环,198,18222,108.66,2005年建/板楼,6室3厅,高楼层/共9层,南北,精装,http://wh.lianjia.com/ershoufang/104100295467.html
613,保利海上五月花毛坯两房产证在手朝南户型,2017-01-04,保利海上五月花一期,江夏,江夏其它,, 三至四环,85,11413,74.48,2014年建/板楼,2室2厅,中楼层/共24层,南北,其他,http://wh.lianjia.com/ershoufang/104100295454.html
614,绿地新都汇三室两厅南北通透采光充足,2017-01-04,绿地中央广场,汉阳,四新,, 三至四环,125,12538,99.7,2014年建/塔楼,3室2厅,低楼层/共34层,南北,其他,http://wh.lianjia.com/ershoufang/104100295451.html
615,五洲大厦4室2厅184万,2017-01-04,五洲大厦,江岸,竹叶山花桥,, 二至三环,184,11727,156.91,未知年建/塔楼,4室2厅,中楼层/共20层,南北,其他,http://wh.lianjia.com/ershoufang/104100295445.html
616,金益大厦2室1厅145万,2017-01-04,金益大厦,江岸,三阳路,, 一环内,145,21346,67.93,2005年建/塔楼,2室1厅,中楼层/共18层,东南,简装,http://wh.lianjia.com/ershoufang/104100295444.html
617,迎宾花园+精装修+一梯两户+公摊小+不临街！！！,2017-01-04,迎宾花园,江汉,常青路,, 一至二环,150,12322,121.74,2004年建/板楼,2室2厅,中楼层/共12层,南北,其他,http://wh.lianjia.com/ershoufang/104100295434.html
618,保利花园纯毛坯三房户型方正,2017-01-04,保利花园,洪山,关山大道,, 二至三环,202,19567,103.24,2005年建/板楼,3室2厅,高楼层/共18层,南北,其他,http://wh.lianjia.com/ershoufang/104100295429.html
619,保利香槟国际2室2厅148万,2017-01-04,保利香槟国际,硚口,宗关,, 二至三环,148,22500,65.78,2013年建/塔楼,2室2厅,中楼层/共34层,南北,其他,http://wh.lianjia.com/ershoufang/104100295427.html
620,保利花园4室2厅270万,2017-01-04,保利花园,洪山,关山大道,, 二至三环,270,17441,154.81,2005年建/板楼,4室2厅,低楼层/共23层,东南,其他,http://wh.lianjia.com/ershoufang/104100295418.html
621,保利香槟国际4室2厅270万,2017-01-04,保利香槟国际,硚口,宗关,, 二至三环,270,22690,119,2013年建/塔楼,4室2厅,低楼层/共34层,南北,其他,http://wh.lianjia.com/ershoufang/104100295404.html
622,武汉天地通透两房两证满五年明厨明卫带学位,2017-01-04,武汉天地二期A6,江岸,黄埔永清,, 一环内,400,42970,93.09,2010年建/板楼,2室2厅,低楼层/共8层,南,其他,http://wh.lianjia.com/ershoufang/104100295388.html
623,精装小两房新证产权清晰采光充足,2017-01-04,美联奥林匹克花园,东西湖,常青花园,, 三至四环,123,16852,72.99,2015年建/板楼,2室2厅,低楼层/共33层,南,其他,http://wh.lianjia.com/ershoufang/104100295384.html
624,不动产证超低单价诚心出售看房方便,2017-01-04,芭比伦堡,洪山,民族大道,, 二至三环,162,15192,106.64,2008年建/板楼,3室2厅,低楼层/共11层,南北,其他,http://wh.lianjia.com/ershoufang/104100295347.html
625,翠堤春晓精装南北通透两房诚意出售！,2017-01-04,翠堤春晓,东西湖,金银湖,, 三至四环,88,12017,73.23,2009年建/板楼,2室2厅,高楼层/共6层,南北,其他,http://wh.lianjia.com/ershoufang/104100295343.html
626,天顺园五村精装修中间楼层园博园,2017-01-04,天顺园五村,硚口,长丰,, 二至三环,109,11238,97,2001年建/板楼,3室1厅,低楼层/共6层,南北,其他,http://wh.lianjia.com/ershoufang/104100295314.html
627,精装三房两卫满5年无二套送家具电器诚心出售,2017-01-04,博雅苑,洪山,老南湖,, 一至二环,190,17190,110.53,2005年建/板楼,3室2厅,中楼层/共5层,南北,其他,http://wh.lianjia.com/ershoufang/104100295292.html
628,广厦华庭1室1厅93万,2017-01-04,广厦华庭,洪山,鲁巷,, 三至四环,93,16907,55.01,2005年建/板楼,1室1厅,低楼层/共16层,北,其他,http://wh.lianjia.com/ershoufang/104100295286.html
629,空军世纪花园精装修好房出售，户型方正，采光朝向好！,2017-01-04,空军世纪花园,硚口,宗关,, 一至二环,206,17204,119.74,2002年建/板楼,3室2厅,高楼层/共8层,南北,其他,http://wh.lianjia.com/ershoufang/104100295270.html
630,保利花园中等装修中间楼层看房方便诚心出售！,2017-01-04,保利花园,洪山,关山大道,, 二至三环,143,17397,82.2,2008年建/板楼,2室2厅,高楼层/共18层,南,其他,http://wh.lianjia.com/ershoufang/104100295254.html
631,中山路精装两房7楼的4楼看房方便,2017-01-04,中山路261号,武昌,螃蟹甲,, 一至二环,99,15311,64.66,未知年建/板楼,2室1厅,中楼层/共6层,南,其他,http://wh.lianjia.com/ershoufang/104100295252.html
632,联投龙湾三期3室2厅91万,2017-01-04,联投龙湾三期,江夏,江夏其它,, 三至四环,91,9892,92,未知年建/板楼,3室2厅,高楼层/共33层,南,其他,http://wh.lianjia.com/ershoufang/104100295235.html
633,交通便利视野开阔户型方正配套成熟,2017-01-04,银湖翡翠一期,东西湖,金银湖,, ,153,16164,94.66,2014年建/板楼,2室2厅,高楼层/共16层,南北,其他,http://wh.lianjia.com/ershoufang/104100295186.html
634,湖景三房，视野好，采光充足，环境优美。,2017-01-04,江南新天地,江夏,江夏其它,, 三至四环,135,10547,128,2014年建/板楼,3室2厅,中楼层/共31层,南,平层/其他,http://wh.lianjia.com/ershoufang/104100295136.html
635,急售，业主等钱用，房子、车位可以分开卖。,2017-01-04,武汉天地二期A8,江岸,黄埔永清,, 四环外,706,44871,157.34,2010年建/板楼,3室2厅,低楼层/共32层,东南南,精装,http://wh.lianjia.com/ershoufang/104100295102.html
636,温馨苑AB区3室2厅148万,2017-01-04,温馨苑AB区,江岸,百步亭,, 二至三环,148,10803,137,2005年建/板楼,3室2厅,高楼层/共7层,南北,其他,http://wh.lianjia.com/ershoufang/104100295090.html
637,人信汇二期精装修可以直接入住视野开阔配套齐全,2017-01-04,汉阳人信汇二期天悦,汉阳,龙阳大道,, 二至三环,250,18004,138.86,2014年建/板楼,4室2厅,高楼层/共33层,南,其他,http://wh.lianjia.com/ershoufang/104100295048.html
638,枫华锦都95平毛坯江景房闲置出售新证,2017-01-04,枫华锦都,汉阳,鹦鹉大道,, 二至三环,190,20000,95,2015年建/塔楼,2室2厅,中楼层/共34层,南,毛坯,http://wh.lianjia.com/ershoufang/104100295026.html
639,当代国际花园一期3室2厅170万,2017-01-04,当代国际花园一期,江夏,光谷南,, ,170,17198,98.85,2005年建/塔楼,3室2厅,中楼层/共4层,南,其他,http://wh.lianjia.com/ershoufang/104100295020.html
640,二七路地铁口金涛翰林苑老证精装南北通透三房,2017-01-04,金涛翰林苑,江岸,二七,, 二至三环,215,17063,126.01,2009年建/塔楼,3室2厅,低楼层/共22层,南,其他,http://wh.lianjia.com/ershoufang/104100294975.html
641,裕亚银湖城一期2室2厅115万,2017-01-04,裕亚银湖城一期,东西湖,金银湖,, 三至四环,115,13225,86.96,2016年建/板楼,2室2厅,高楼层/共33层,南,平层/其他,http://wh.lianjia.com/ershoufang/104100294937.html
642,幸福湾2室2厅120万,2017-01-04,幸福湾,江岸,堤角,, 二至三环,120,14037,85.49,2016年建/板楼,2室2厅,中楼层/共32层,南,平层/其他,http://wh.lianjia.com/ershoufang/104100294915.html
643,楚材小区1室1厅60万,2017-01-04,楚材小区,武昌,司门口,, 二至三环,60,15545,38.6,1996年建/塔楼,1室1厅,中楼层/共8层,南,其他,http://wh.lianjia.com/ershoufang/104100294913.html
644,户型少见，精装修，带个大的阳光房，业主诚心出售。,2017-01-04,新华西美林公馆,江汉,西北湖,, 一至二环,280,24996,112.02,2008年建/塔楼,2室2厅,高楼层/共25层,南北,其他,http://wh.lianjia.com/ershoufang/104100294901.html
645,云顶居3室2厅240万,2017-01-04,云顶居,洪山,民族大道,, 二至三环,240,16571,144.84,2008年建/板楼,3室2厅,中楼层/共13层,南北,其他,http://wh.lianjia.com/ershoufang/104100294894.html
646,光谷四小zhou边鼓风社区精装修两房，,2017-01-04,鼓风社区,洪山,华科大,, 二至三环,75,13453,55.75,2000年建/板楼,2室0厅,低楼层/共3层,南北,精装,http://wh.lianjia.com/ershoufang/104100294850.html
647,美联奥林匹克花园2室1厅82万,2017-01-03,美联奥林匹克花园,东西湖,常青花园,, 三至四环,82,17447,47,2015年建/板楼,2室1厅,低楼层/共19层,南,其他,http://wh.lianjia.com/ershoufang/104100294838.html
648,顶层复式，中等装修，采光充足，上下两层都可进。,2017-01-03,沿海丽水佳园,东西湖,金银湖,, 三至四环,182,10834,168,2007年建/板楼,6室3厅,高楼层/共6层,东南,简装,http://wh.lianjia.com/ershoufang/104100294798.html
649,白沙洲复式楼，单价低总价低，楼上楼下各一房,2017-01-03,福星惠誉东澜岸,洪山,白沙洲,, ,62,8003,77.48,2014年建/塔楼,2室1厅,中楼层/共23层,东,简装,http://wh.lianjia.com/ershoufang/104100294763.html
650,金地格林春岸2室2厅110万,2017-01-03,金地格林春岸,东西湖,金银湖,, 三至四环,110,13339,82.47,2011年建/板塔结合,2室2厅,高楼层/共32层,南,其他,http://wh.lianjia.com/ershoufang/104100294741.html
651,卧龙墨水湖边2室1厅90万,2017-01-03,卧龙墨水湖边,汉阳,四新,, 二至三环,90,12858,70,2016年建/板楼,2室1厅,中楼层/共34层,南,平层/其他,http://wh.lianjia.com/ershoufang/104100294676.html
652,怡和苑北区3室2厅180万,2017-01-03,怡和苑北区,江岸,百步亭,, 二至三环,180,15653,115,2004年建/板楼,3室2厅,低楼层/共6层,南,精装,http://wh.lianjia.com/ershoufang/104100294642.html
653,广厦华庭4室2厅247万,2017-01-03,广厦华庭,洪山,鲁巷,, 三至四环,247,18020,137.07,2005年建/板楼,4室2厅,中楼层/共17层,南,其他,http://wh.lianjia.com/ershoufang/104100294627.html
654,江南家园9室2厅380万,2017-01-03,江南家园,洪山,民族大道,, ,380,15593,243.71,2002年建/板楼,9室2厅,高楼层/共6层,南北,其他,http://wh.lianjia.com/ershoufang/104100294592.html
655,君悦尚品小两室一厅毛坯带大阳台,2017-01-03,君悦尚品,江岸,台北香港路,, 一至二环,160,22712,70.45,2007年建/塔楼,2室1厅,中楼层/共29层,南,其他,http://wh.lianjia.com/ershoufang/104100294583.html
656,楚邦汉界2室2厅156万,2017-01-03,楚邦汉界,江岸,后湖,, 二至三环,156,15758,99,2013年建/板塔结合,2室2厅,高楼层/共12层,南北,其他,http://wh.lianjia.com/ershoufang/104100294558.html
657,朗诗里程经典三居室楼层好位置佳总价低！,2017-01-03,朗诗里程,洪山,洪山其它,, 三至四环,148,13718,107.89,2015年建/板楼,3室2厅,高楼层/共18层,南北,毛坯,http://wh.lianjia.com/ershoufang/104100294552.html
658,中建开元公馆2室2厅140万,2017-01-03,中建开元公馆,青山,八大家,, 二至三环,140,18356,76.27,2015年建/板楼,2室2厅,高楼层/共34层,南,其他,http://wh.lianjia.com/ershoufang/104100294544.html
659,时代天骄5室2厅415万,2017-01-03,时代天骄,硚口,宗关,, 二至三环,415,22376,185.47,2008年建/塔楼,5室2厅,高楼层/共16层,南北,其他,http://wh.lianjia.com/ershoufang/104100294521.html
